"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
6.456029772E2,6.490891444E1,2.552109300E1,8.386208716E0,1.389999986E0,2.592999878E2,3.790092468E0,2.500000000E0
6.466036646E2,6.490891209E1,2.552106244E1,8.186504264E0,1.389999986E0,2.613999939E2,3.790092468E0,2.500000000E0
6.476028360E2,6.490891002E1,2.552103133E1,8.086348496E0,1.419999957E0,2.622000122E2,3.790092468E0,2.500000000E0
6.486034383E2,6.490890733E1,2.552100286E1,7.942917819E0,1.429999948E0,2.600000000E2,3.790092468E0,2.500000000E0
6.496029982E2,6.490890497E1,2.552097314E1,7.988147309E0,1.419999957E0,2.576000061E2,3.790092468E0,2.500000000E0
6.506030864E2,6.490890270E1,2.552094163E1,7.660086145E0,1.429999948E0,2.610000000E2,3.790092468E0,2.500000000E0
6.516031188E2,6.490890032E1,2.552090960E1,7.445977597E0,1.409999967E0,2.602000122E2,3.790092468E0,2.500000000E0
6.526033570E2,6.490889794E1,2.552088019E1,7.429134267E0,1.350000024E0,2.612999878E2,3.790092468E0,2.500000000E0
6.536036458E2,6.490889502E1,2.552084782E1,7.550596561E0,1.450000048E0,2.617000122E2,3.790092468E0,2.500000000E0
6.546030125E2,6.490889198E1,2.552081822E1,7.669311732E0,1.440000057E0,2.595000000E2,3.790092468E0,2.500000000E0
6.556031359E2,6.490889034E1,2.552078885E1,7.677493494E0,1.419999957E0,2.615000000E2,3.790092468E0,2.500000000E0
6.566033824E2,6.490888956E1,2.552075945E1,7.743903595E0,1.429999948E0,2.606000061E2,3.790092468E0,2.500000000E0
6.576036608E2,6.490888783E1,2.552072691E1,7.864756666E0,1.429999948E0,2.597999878E2,3.790092468E0,2.500000000E0
6.586029867E2,6.490888668E1,2.552069538E1,7.770827400E0,1.440000057E0,2.590000000E2,3.790092468E0,2.500000000E0
6.596032154E2,6.490888470E1,2.552066370E1,7.634111746E0,1.460000038E0,2.577999878E2,3.790092468E0,2.500000000E0
6.606031346E2,6.490888479E1,2.552062944E1,7.253074677E0,1.450000048E0,2.597999878E2,3.790092468E0,2.500000000E0
6.616027982E2,6.490888417E1,2.552059723E1,7.294094738E0,1.450000048E0,2.621000061E2,3.790092468E0,2.500000000E0
6.626037210E2,6.490888212E1,2.552056915E1,7.097258831E0,1.409999967E0,2.572000122E2,3.790092468E0,2.500000000E0
6.636033497E2,6.490887951E1,2.552054136E1,6.763825681E0,1.419999957E0,2.546999969E2,3.790092468E0,2.500000000E0
6.646032284E2,6.490887878E1,2.552051278E1,6.485692244E0,1.450000048E0,2.571000061E2,3.790092468E0,2.500000000E0
6.656034865E2,6.490887730E1,2.552048562E1,6.366432404E0,1.409999967E0,2.585000000E2,3.790092468E0,2.500000000E0
6.666036313E2,6.490887474E1,2.552045488E1,6.613383060E0,1.440000057E0,2.593999939E2,3.790092468E0,2.500000000E0
6.676027990E2,6.490887204E1,2.552042107E1,6.565839435E0,1.440000057E0,2.610000000E2,3.790092468E0,2.500000000E0
6.686028670E2,6.490886943E1,2.552038613E1,6.442612475E0,1.440000057E0,2.598999939E2,3.790092468E0,2.500000000E0
6.696036613E2,6.490886726E1,2.552035555E1,6.472705557E0,1.409999967E0,2.605000000E2,3.790092468E0,2.500000000E0
6.706034702E2,6.490886580E1,2.552032225E1,6.084525792E0,1.419999957E0,2.611000061E2,3.790092468E0,2.500000000E0
6.716028662E2,6.490886370E1,2.552028815E1,6.261286967E0,1.460000038E0,2.606000061E2,3.790092468E0,2.500000000E0
6.726036168E2,6.490886337E1,2.552025640E1,6.011840916E0,1.419999957E0,2.620000000E2,3.790092468E0,2.500000000E0
6.736029556E2,6.490886133E1,2.552022390E1,6.033023284E0,1.460000038E0,2.607000122E2,3.790092468E0,2.500000000E0
6.746034929E2,6.490885974E1,2.552019479E1,6.047186497E0,1.440000057E0,2.636000061E2,3.790092468E0,2.500000000E0
6.756027884E2,6.490885720E1,2.552016486E1,6.205513999E0,1.429999948E0,2.610000000E2,3.790092468E0,2.500000000E0
6.766034991E2,6.490885587E1,2.552013497E1,5.885693200E0,1.419999957E0,2.612999878E2,3.790092468E0,2.500000000E0
6.776029759E2,6.490885235E1,2.552010488E1,5.863050583E0,1.450000048E0,2.582999878E2,3.790092468E0,2.500000000E0
6.786034838E2,6.490884875E1,2.552007639E1,5.976088795E0,1.399999976E0,2.572000122E2,3.790092468E0,2.500000000E0
6.796032240E2,6.490884581E1,2.552004831E1,5.800370229E0,1.409999967E0,2.582999878E2,3.790092468E0,2.500000000E0
6.806028048E2,6.490884255E1,2.552001827E1,5.771929505E0,1.460000038E0,2.575000000E2,3.790092468E0,2.500000000E0
6.816029646E2,6.490884007E1,2.551998982E1,5.627278317E0,1.490000010E0,2.592999878E2,3.790092468E0,2.500000000E0
6.826030862E2,6.490883803E1,2.551996337E1,5.580039334E0,1.419999957E0,2.607999878E2,3.790092468E0,2.500000000E0
6.836033352E2,6.490883583E1,2.551993527E1,5.642236495E0,1.440000057E0,2.608999939E2,3.790092468E0,2.500000000E0
6.846029848E2,6.490883333E1,2.551990520E1,5.818935638E0,1.440000057E0,2.592000122E2,3.790092468E0,2.500000000E0
6.856031023E2,6.490883046E1,2.551987295E1,5.846159681E0,1.470000029E0,2.576000061E2,3.790092468E0,2.500000000E0
6.866034574E2,6.490882799E1,2.551984234E1,5.640778858E0,1.440000057E0,2.598999939E2,3.790092468E0,2.500000000E0
6.876037130E2,6.490882584E1,2.551981331E1,5.549167616E0,1.429999948E0,2.621000061E2,3.790092468E0,2.500000000E0
6.886036269E2,6.490882463E1,2.551978467E1,5.465613823E0,1.440000057E0,2.625000000E2,3.790092468E0,2.500000000E0
6.896027491E2,6.490882142E1,2.551975505E1,5.462197494E0,1.440000057E0,2.566000061E2,3.790092468E0,2.500000000E0
6.906035000E2,6.490881941E1,2.551972788E1,5.549968417E0,1.440000057E0,2.598999939E2,3.790092468E0,2.500000000E0
6.916034789E2,6.490881705E1,2.551970328E1,5.794171722E0,1.450000048E0,2.551999969E2,3.790092468E0,2.500000000E0
6.926036725E2,6.490881471E1,2.551967483E1,5.800033359E0,1.429999948E0,2.567999878E2,3.790092468E0,2.500000000E0
6.936027857E2,6.490881270E1,2.551964875E1,5.928514562E0,1.409999967E0,2.586000061E2,3.790092468E0,2.500000000E0
6.946034427E2,6.490880977E1,2.551962020E1,6.150867368E0,1.460000038E0,2.572999878E2,3.790092468E0,2.500000000E0
6.956032674E2,6.490880741E1,2.551959198E1,6.152151315E0,1.409999967E0,2.592999878E2,3.790092468E0,2.500000000E0
6.966034871E2,6.490880555E1,2.551956378E1,6.130852712E0,1.470000029E0,2.572999878E2,3.790092468E0,2.500000000E0
6.976036668E2,6.490880304E1,2.551953486E1,5.873225496E0,1.350000024E0,2.608999939E2,3.790092468E0,2.500000000E0
6.986029438E2,6.490880069E1,2.551950744E1,5.808103077E0,1.320000052E0,2.592000122E2,3.790092468E0,2.500000000E0
6.996033189E2,6.490879893E1,2.551947882E1,5.956299262E0,1.320000052E0,2.622999878E2,3.790092468E0,2.500000000E0
7.006035087E2,6.490879573E1,2.551945043E1,6.117250427E0,1.409999967E0,2.572999878E2,3.790092468E0,2.500000000E0
7.016036462E2,6.490879345E1,2.551942222E1,5.969791770E0,1.399999976E0,2.608999939E2,3.790092468E0,2.500000000E0
7.026029999E2,6.490879111E1,2.551939360E1,5.893500114E0,1.379999995E0,2.592999878E2,3.790092468E0,2.500000000E0
7.036033073E2,6.490878913E1,2.551936332E1,5.910104556E0,1.429999948E0,2.617000122E2,3.790092468E0,2.500000000E0
7.046035028E2,6.490878719E1,2.551933253E1,6.214428842E0,1.409999967E0,2.645000000E2,3.790092468E0,2.500000000E0
7.056035340E2,6.490878604E1,2.551930397E1,5.925491792E0,1.360000014E0,2.708999939E2,3.790092468E0,2.500000000E0
7.066029075E2,6.490878775E1,2.551927465E1,5.864767953E0,1.389999986E0,2.812000122E2,3.790092468E0,2.500000000E0
7.076036500E2,6.490879283E1,2.551924984E1,5.903289691E0,1.320000052E0,2.955000000E2,3.790092468E0,2.500000000E0
7.086027816E2,6.490880072E1,2.551923375E1,6.012491380E0,1.279999971E0,3.202999878E2,3.790092468E0,2.500000000E0
7.096035636E2,6.490881221E1,2.551922472E1,6.228873033E0,1.360000014E0,3.360000000E2,3.790092468E0,2.500000000E0
7.106035075E2,6.490882453E1,2.551922124E1,6.467471387E0,1.389999986E0,3.473999939E2,3.790092468E0,2.500000000E0
7.116033132E2,6.490883704E1,2.551921608E1,6.342972033E0,1.409999967E0,3.428999939E2,3.790092468E0,2.500000000E0
7.126044752E2,6.490884903E1,2.551921278E1,6.524135971E0,1.409999967E0,3.471000061E2,3.790092468E0,2.500000000E0
7.136038049E2,6.490886234E1,2.551921381E1,6.207619792E0,1.399999976E0,3.577000122E2,3.790092468E0,2.500000000E0
7.146039655E2,6.490887457E1,2.551921268E1,6.415211837E0,1.370000005E0,3.497000122E2,3.790092468E0,2.500000000E0
7.156040005E2,6.490888684E1,2.551921135E1,6.445863033E0,1.330000043E0,3.532999878E2,3.790092468E0,2.500000000E0
7.166044643E2,6.490889859E1,2.551920357E1,6.606153423E0,1.330000043E0,3.423999939E2,3.790092468E0,2.500000000E0
7.176047781E2,6.490891091E1,2.551919917E1,6.760035122E0,1.409999967E0,3.485000000E2,3.790092468E0,2.500000000E0
7.186042668E2,6.490892377E1,2.551919629E1,6.879188081E0,1.370000005E0,3.502999878E2,3.790092468E0,2.500000000E0
7.196039672E2,6.490893689E1,2.551919351E1,6.998341264E0,1.360000014E0,3.528999939E2,3.790092468E0,2.500000000E0
7.206045582E2,6.490895033E1,2.551918829E1,7.128969731E0,1.399999976E0,3.506000061E2,3.790092468E0,2.500000000E0
7.216044271E2,6.490896229E1,2.551918468E1,6.880568260E0,1.399999976E0,3.527000122E2,3.790092468E0,2.500000000E0
7.226047411E2,6.490897455E1,2.551918231E1,6.893458378E0,1.379999995E0,3.537999878E2,3.790092468E0,2.500000000E0
7.236042898E2,6.490898713E1,2.551917974E1,6.770362494E0,1.409999967E0,3.542000122E2,3.790092468E0,2.500000000E0
7.246045744E2,6.490900047E1,2.551917335E1,6.486379234E0,1.379999995E0,3.492000122E2,3.790092468E0,2.500000000E0
7.256045883E2,6.490901293E1,2.551916656E1,6.669253134E0,1.389999986E0,3.470000000E2,3.790092468E0,2.500000000E0
7.266039111E2,6.490902614E1,2.551916190E1,6.608475052E0,1.399999976E0,3.498999939E2,3.790092468E0,2.500000000E0
7.276039853E2,6.490903926E1,2.551915792E1,6.458768558E0,1.440000057E0,3.517999878E2,3.790092468E0,2.500000000E0
7.286042029E2,6.490905228E1,2.551915403E1,6.544535590E0,1.419999957E0,3.513999939E2,3.790092468E0,2.500000000E0
7.296043419E2,6.490906445E1,2.551915118E1,6.749869547E0,1.429999948E0,3.503999939E2,3.790092468E0,2.500000000E0
7.306037655E2,6.490907632E1,2.551914679E1,6.619632176E0,1.429999948E0,3.502000122E2,3.790092468E0,2.500000000E0
7.316045545E2,6.490908818E1,2.551914157E1,6.536147855E0,1.399999976E0,3.497999878E2,3.790092468E0,2.500000000E0
7.326043473E2,6.490910068E1,2.551913744E1,6.307339248E0,1.389999986E0,3.527999878E2,3.790092468E0,2.500000000E0
7.336047195E2,6.490911310E1,2.551913361E1,6.117837162E0,1.429999948E0,3.523999939E2,3.790092468E0,2.500000000E0
7.346044895E2,6.490912655E1,2.551912666E1,6.061759364E0,1.429999948E0,3.487999878E2,3.790092468E0,2.500000000E0
7.356043785E2,6.490913949E1,2.551912253E1,6.126591301E0,1.429999948E0,3.525000000E2,3.790092468E0,2.500000000E0
7.366042905E2,6.490915359E1,2.551911995E1,5.954546628E0,1.460000038E0,3.548999939E2,3.790092468E0,2.500000000E0
7.376041135E2,6.490916699E1,2.551911653E1,6.019256810E0,1.429999948E0,3.520000000E2,3.790092468E0,2.500000000E0
7.386047095E2,6.490917971E1,2.551911323E1,6.030377477E0,1.440000057E0,3.512000122E2,3.790092468E0,2.500000000E0
7.396041457E2,6.490919339E1,2.551910916E1,6.200739873E0,1.490000010E0,3.510000000E2,3.790092468E0,2.500000000E0
7.406039285E2,6.490920645E1,2.551910404E1,6.138863090E0,1.470000029E0,3.492000122E2,3.790092468E0,2.500000000E0
7.416039020E2,6.490921944E1,2.551910217E1,6.239278218E0,1.450000048E0,3.533999939E2,3.790092468E0,2.500000000E0
7.426045459E2,6.490923342E1,2.551910098E1,5.883883609E0,1.429999948E0,3.553999939E2,3.790092468E0,2.500000000E0
7.436039415E2,6.490924682E1,2.551909762E1,6.230148956E0,1.440000057E0,3.517999878E2,3.790092468E0,2.500000000E0
7.446042009E2,6.490925994E1,2.551909330E1,6.340757456E0,1.440000057E0,3.503999939E2,3.790092468E0,2.500000000E0
7.456038353E2,6.490927284E1,2.551909264E1,6.325693797E0,1.389999986E0,3.555000000E2,3.790092468E0,2.500000000E0
7.466041853E2,6.490928623E1,2.551908924E1,6.566002110E0,1.450000048E0,3.522999878E2,3.790092468E0,2.500000000E0
7.476047317E2,6.490929950E1,2.551908337E1,6.586095853E0,1.460000038E0,3.493999939E2,3.790092468E0,2.500000000E0
7.486046604E2,6.490931231E1,2.551907872E1,6.463549820E0,1.440000057E0,3.516000061E2,3.790092468E0,2.500000000E0
7.496042158E2,6.490932445E1,2.551907355E1,6.293884109E0,1.379999995E0,3.492999878E2,3.790092468E0,2.500000000E0
7.506037582E2,6.490933698E1,2.551906806E1,6.046215878E0,1.399999976E0,3.492999878E2,3.790092468E0,2.500000000E0
7.516042616E2,6.490934934E1,2.551906330E1,6.171044935E0,1.370000005E0,3.502000122E2,3.790092468E0,2.500000000E0
7.526041582E2,6.490936199E1,2.551905833E1,6.355993921E0,1.399999976E0,3.501000061E2,3.790092468E0,2.500000000E0
7.536047097E2,6.490937458E1,2.551905402E1,6.600268922E0,1.409999967E0,3.502000122E2,3.790092468E0,2.500000000E0
7.546043963E2,6.490938754E1,2.551904847E1,6.639283226E0,1.440000057E0,3.495000000E2,3.790092468E0,2.500000000E0
7.556041011E2,6.490939975E1,2.551904118E1,6.649183338E0,1.370000005E0,3.482000122E2,3.790092468E0,2.500000000E0
7.566047087E2,6.490941221E1,2.551903422E1,6.463893200E0,1.399999976E0,3.473999939E2,3.790092468E0,2.500000000E0
7.576042495E2,6.490942485E1,2.551903006E1,6.432960703E0,1.399999976E0,3.497000122E2,3.790092468E0,2.500000000E0
7.586044268E2,6.490943662E1,2.551902600E1,6.226490278E0,1.389999986E0,3.492999878E2,3.790092468E0,2.500000000E0
7.596046241E2,6.490944905E1,2.551901934E1,6.374085808E0,1.399999976E0,3.475000000E2,3.790092468E0,2.500000000E0
7.606042684E2,6.490946194E1,2.551901217E1,6.276076373E0,1.440000057E0,3.468999939E2,3.790092468E0,2.500000000E0
7.616046240E2,6.490947462E1,2.551900602E1,6.385586117E0,1.419999957E0,3.485000000E2,3.790092468E0,2.500000000E0
7.626042492E2,6.490948729E1,2.551900170E1,6.558572130E0,1.399999976E0,3.508999939E2,3.790092468E0,2.500000000E0
7.636045020E2,6.490949996E1,2.551899428E1,6.511771026E0,1.409999967E0,3.476000061E2,3.790092468E0,2.500000000E0
7.646040760E2,6.490951146E1,2.551898690E1,6.393557703E0,1.389999986E0,3.456000061E2,3.790092468E0,2.500000000E0
7.656047513E2,6.490952353E1,2.551898338E1,6.222670967E0,1.389999986E0,3.490000000E2,3.790092468E0,2.500000000E0
7.666045004E2,6.490953571E1,2.551897665E1,6.268398600E0,1.419999957E0,3.457000122E2,3.790092468E0,2.500000000E0
7.676041998E2,6.490954703E1,2.551897253E1,6.110267611E0,1.409999967E0,3.480000000E2,3.790092468E0,2.500000000E0
7.686045053E2,6.490955832E1,2.551896793E1,6.079272900E0,1.409999967E0,3.470000000E2,3.790092468E0,2.500000000E0
7.696041453E2,6.490957030E1,2.551895970E1,6.241699800E0,1.409999967E0,3.443999939E2,3.790092468E0,2.500000000E0
7.706045394E2,6.490958260E1,2.551895213E1,6.298719179E0,1.409999967E0,3.442000122E2,3.790092468E0,2.500000000E0
7.716041737E2,6.490959453E1,2.551894325E1,6.368860977E0,1.370000005E0,3.401000061E2,3.790092468E0,2.500000000E0
7.726040195E2,6.490960656E1,2.551893593E1,6.578345887E0,1.379999995E0,3.427000122E2,3.790092468E0,2.500000000E0
7.736046641E2,6.490961792E1,2.551892770E1,6.545886960E0,1.370000005E0,3.406000061E2,3.790092468E0,2.500000000E0
7.746039810E2,6.490962897E1,2.551891934E1,6.343139681E0,1.379999995E0,3.411000061E2,3.790092468E0,2.500000000E0
7.756046259E2,6.490963970E1,2.551890867E1,6.226329965E0,1.389999986E0,3.378999939E2,3.790092468E0,2.500000000E0
7.766045630E2,6.490965087E1,2.551889763E1,6.042626181E0,1.360000014E0,3.381000061E2,3.790092468E0,2.500000000E0
7.776039814E2,6.490966273E1,2.551888896E1,5.965978331E0,1.340000033E0,3.401000061E2,3.790092468E0,2.500000000E0
7.786042543E2,6.490967401E1,2.551887546E1,5.903796027E0,1.340000033E0,3.362000122E2,3.790092468E0,2.500000000E0
7.796038322E2,6.490968459E1,2.551886077E1,5.766234843E0,1.360000014E0,3.363999939E2,3.790092468E0,2.500000000E0
7.806042682E2,6.490969561E1,2.551884997E1,5.482982543E0,1.350000024E0,3.366000061E2,3.790092468E0,2.500000000E0
7.816047332E2,6.490970667E1,2.551884023E1,5.396019179E0,1.320000052E0,3.372999878E2,3.790092468E0,2.500000000E0
7.826043754E2,6.490971825E1,2.551882955E1,5.383580366E0,1.350000024E0,3.373999939E2,3.790092468E0,2.500000000E0
7.836039647E2,6.490972980E1,2.551881563E1,5.642077087E0,1.379999995E0,3.362999878E2,3.790092468E0,2.500000000E0
7.846038349E2,6.490974107E1,2.551880035E1,5.873779327E0,1.360000014E0,3.351000061E2,3.790092468E0,2.500000000E0
7.856042540E2,6.490975252E1,2.551878530E1,5.738233162E0,1.379999995E0,3.338999939E2,3.790092468E0,2.500000000E0
7.866045812E2,6.490976354E1,2.551877102E1,5.840601519E0,1.379999995E0,3.321000061E2,3.790092468E0,2.500000000E0
7.876040931E2,6.490977481E1,2.551875958E1,5.733374940E0,1.379999995E0,3.356000061E2,3.790092468E0,2.500000000E0
7.886037611E2,6.490978554E1,2.551874614E1,5.507739969E0,1.340000033E0,3.328999939E2,3.790092468E0,2.500000000E0
7.896046704E2,6.490979647E1,2.551873277E1,5.544190133E0,1.370000005E0,3.326000061E2,3.790092468E0,2.500000000E0
7.906043157E2,6.490980766E1,2.551871688E1,5.725111143E0,1.379999995E0,3.278999939E2,3.790092468E0,2.500000000E0
7.916040868E2,6.490981943E1,2.551870327E1,5.664882432E0,1.379999995E0,3.333999939E2,3.790092468E0,2.500000000E0
7.926039351E2,6.490983052E1,2.551868985E1,5.656349841E0,1.370000005E0,3.340000000E2,3.790092468E0,2.500000000E0
7.936046488E2,6.490984111E1,2.551867747E1,5.669178931E0,1.389999986E0,3.315000000E2,3.790092468E0,2.500000000E0
7.946044158E2,6.490985235E1,2.551866345E1,5.712465419E0,1.419999957E0,3.295000000E2,3.790092468E0,2.500000000E0
7.956045263E2,6.490986278E1,2.551864876E1,5.935927044E0,1.399999976E0,3.275000000E2,3.790092468E0,2.500000000E0
7.966045705E2,6.490987303E1,2.551863284E1,6.069117697E0,1.379999995E0,3.273999939E2,3.790092468E0,2.500000000E0
7.976038129E2,6.490988301E1,2.551861680E1,6.387183608E0,1.370000005E0,3.263999939E2,3.790092468E0,2.500000000E0
7.986043661E2,6.490989305E1,2.551860091E1,6.408191445E0,1.409999967E0,3.230000000E2,3.790092468E0,2.500000000E0
7.996042816E2,6.490990410E1,2.551858587E1,6.353089243E0,1.370000005E0,3.292000122E2,3.790092468E0,2.500000000E0
8.006047407E2,6.490991487E1,2.551856888E1,6.549818140E0,1.360000014E0,3.276000061E2,3.790092468E0,2.500000000E0
8.016046089E2,6.490992554E1,2.551855265E1,6.790431104E0,1.340000033E0,3.267000122E2,3.790092468E0,2.500000000E0
8.026043692E2,6.490993510E1,2.551853011E1,7.163917557E0,1.389999986E0,3.237999878E2,3.790092468E0,2.500000000E0
8.036045485E2,6.490994354E1,2.551850799E1,7.417163651E0,1.350000024E0,3.220000000E2,3.790092468E0,2.500000000E0
8.046045534E2,6.490995297E1,2.551848485E1,7.465515799E0,1.399999976E0,3.193999939E2,3.790092468E0,2.500000000E0
8.056041193E2,6.490996365E1,2.551846264E1,7.750380188E0,1.370000005E0,3.237999878E2,3.790092468E0,2.500000000E0
8.066046417E2,6.490997318E1,2.551844311E1,8.166590754E0,1.379999995E0,3.232000122E2,3.790092468E0,2.500000000E0
8.076037581E2,6.490998196E1,2.551842116E1,8.308264870E0,1.330000043E0,3.213999939E2,3.790092468E0,2.500000000E0
8.086047421E2,6.490999135E1,2.551840228E1,8.385669054E0,1.340000033E0,3.212999878E2,3.790092468E0,2.500000000E0
8.096041335E2,6.491000076E1,2.551838178E1,8.374267355E0,1.360000014E0,3.202999878E2,3.790092468E0,2.500000000E0
8.106047195E2,6.491001011E1,2.551836325E1,8.322276916E0,1.379999995E0,3.202000122E2,3.790092468E0,2.500000000E0
8.116042169E2,6.491001947E1,2.551834472E1,8.273277208E0,1.409999967E0,3.206000061E2,3.790092468E0,2.500000000E0
8.126039277E2,6.491002893E1,2.551832667E1,8.134494804E0,1.379999995E0,3.226000061E2,3.790092468E0,2.500000000E0
8.136041314E2,6.491003977E1,2.551831105E1,8.250168864E0,1.409999967E0,3.276000061E2,3.790092468E0,2.500000000E0
8.146042128E2,6.491004949E1,2.551829075E1,8.365720545E0,1.450000048E0,3.190000000E2,3.790092468E0,2.500000000E0
8.156039733E2,6.491005885E1,2.551827069E1,8.173288457E0,1.429999948E0,3.188999939E2,3.790092468E0,2.500000000E0
8.166038099E2,6.491006811E1,2.551825025E1,8.069540418E0,1.440000057E0,3.158999939E2,3.790092468E0,2.500000000E0
8.176037917E2,6.491007788E1,2.551823081E1,8.136263886E0,1.440000057E0,3.206000061E2,3.790092468E0,2.500000000E0
8.186037657E2,6.491008768E1,2.551821232E1,8.381942313E0,1.440000057E0,3.226000061E2,3.790092468E0,2.500000000E0
8.196037889E2,6.491009732E1,2.551819459E1,8.442195669E0,1.429999948E0,3.233999939E2,3.790092468E0,2.500000000E0
8.206038762E2,6.491010721E1,2.551817661E1,8.361885330E0,1.399999976E0,3.252999878E2,3.790092468E0,2.500000000E0
8.216045260E2,6.491011722E1,2.551815727E1,8.472249141E0,1.399999976E0,3.205000000E2,3.790092468E0,2.500000000E0
8.226039694E2,6.491012862E1,2.551814072E1,8.501498080E0,1.460000038E0,3.262999878E2,3.790092468E0,2.500000000E0
8.236037820E2,6.491014060E1,2.551812350E1,8.467576272E0,1.549999952E0,3.323999939E2,3.790092468E0,2.500000000E0
8.246041448E2,6.491015094E1,2.551810544E1,8.296812259E0,1.440000057E0,3.252000122E2,3.790092468E0,2.500000000E0
8.256042259E2,6.491016108E1,2.551808460E1,8.198008942E0,1.509999990E0,3.197999878E2,3.790092468E0,2.500000000E0
8.266039075E2,6.491017021E1,2.551806197E1,8.184715222E0,1.470000029E0,3.136000061E2,3.790092468E0,2.500000000E0
8.276045209E2,6.491017937E1,2.551803959E1,8.043003523E0,1.399999976E0,3.127000122E2,3.790092468E0,2.500000000E0
8.286046091E2,6.491018771E1,2.551801692E1,7.971115330E0,1.429999948E0,3.118999939E2,3.790092468E0,2.500000000E0
8.296043610E2,6.491019564E1,2.551799236E1,7.800289063E0,1.470000029E0,3.106000061E2,3.790092468E0,2.500000000E0
8.306039694E2,6.491020370E1,2.551796833E1,7.768195744E0,1.440000057E0,3.110000000E2,3.790092468E0,2.500000000E0
8.316047440E2,6.491021115E1,2.551794210E1,7.672869780E0,1.440000057E0,3.051000061E2,3.790092468E0,2.500000000E0
8.326046398E2,6.491021883E1,2.551791402E1,7.664702519E0,1.419999957E0,3.036000061E2,3.790092468E0,2.500000000E0
8.336042567E2,6.491022636E1,2.551788813E1,7.736185658E0,1.419999957E0,3.042999878E2,3.790092468E0,2.500000000E0
8.346046948E2,6.491023332E1,2.551786086E1,7.547658720E0,1.450000048E0,3.007000122E2,3.790092468E0,2.500000000E0
8.356046933E2,6.491024015E1,2.551783353E1,7.610169267E0,1.419999957E0,2.997999878E2,3.790092468E0,2.500000000E0
8.366042226E2,6.491024614E1,2.551780573E1,7.492381261E0,1.429999948E0,2.987000122E2,3.790092468E0,2.500000000E0
8.376042475E2,6.491025240E1,2.551777894E1,7.661885827E0,1.460000038E0,2.993999939E2,3.790092468E0,2.500000000E0
8.386039797E2,6.491025932E1,2.551775240E1,7.657745944E0,1.440000057E0,3.016000061E2,3.790092468E0,2.500000000E0
8.396046997E2,6.491026665E1,2.551772737E1,7.819988042E0,1.419999957E0,3.031000061E2,3.790092468E0,2.500000000E0
8.406041009E2,6.491027404E1,2.551770192E1,7.895804479E0,1.450000048E0,3.031000061E2,3.790092468E0,2.500000000E0
8.416042186E2,6.491028134E1,2.551767719E1,7.927492304E0,1.389999986E0,3.046000061E2,3.790092468E0,2.500000000E0
8.426044482E2,6.491028825E1,2.551765225E1,7.783215444E0,1.399999976E0,3.042000122E2,3.790092468E0,2.500000000E0
8.436047217E2,6.491029449E1,2.551762486E1,7.764914909E0,1.419999957E0,3.010000000E2,3.790092468E0,2.500000000E0
8.446042334E2,6.491030102E1,2.551759660E1,7.847872100E0,1.429999948E0,2.963999939E2,3.790092468E0,2.500000000E0
8.456047203E2,6.491030826E1,2.551756986E1,7.962384887E0,1.409999967E0,2.992000122E2,3.790092468E0,2.500000000E0
8.466039622E2,6.491031506E1,2.551754432E1,7.920891222E0,1.409999967E0,2.996000061E2,3.790092468E0,2.500000000E0
8.476042076E2,6.491032214E1,2.551751868E1,8.022830448E0,1.440000057E0,3.007000122E2,3.790092468E0,2.500000000E0
8.486045572E2,6.491032899E1,2.551749333E1,7.964185921E0,1.379999995E0,3.018999939E2,3.790092468E0,2.500000000E0
8.496044962E2,6.491033804E1,2.551746998E1,8.083582666E0,1.429999948E0,3.133999939E2,3.790092468E0,2.500000000E0
8.506038352E2,6.491034640E1,2.551744795E1,8.056311089E0,1.399999976E0,3.171000061E2,3.790092468E0,2.500000000E0
8.516046611E2,6.491035096E1,2.551741862E1,7.993636743E0,1.480000019E0,2.986000061E2,3.790092468E0,2.500000000E0
8.526043994E2,6.491035621E1,2.551739031E1,7.957452134E0,1.450000048E0,3.000000000E2,3.790092468E0,2.500000000E0
8.536047367E2,6.491036239E1,2.551736431E1,8.286441365E0,1.460000038E0,2.997000122E2,3.790092468E0,2.500000000E0
8.546044682E2,6.491036879E1,2.551733870E1,8.298841383E0,1.480000019E0,2.998999939E2,3.790092468E0,2.500000000E0
8.556045714E2,6.491037556E1,2.551731204E1,8.279747766E0,1.480000019E0,3.022000122E2,3.790092468E0,2.500000000E0
8.566047047E2,6.491038253E1,2.551728660E1,8.654330901E0,1.480000019E0,3.021000061E2,3.790092468E0,2.500000000E0
8.576044398E2,6.491038908E1,2.551726207E1,8.668928156E0,1.460000038E0,3.028999939E2,3.790092468E0,2.500000000E0
8.586038074E2,6.491039499E1,2.551723553E1,8.457145737E0,1.480000019E0,3.008999939E2,3.790092468E0,2.500000000E0
8.596042389E2,6.491040091E1,2.551720664E1,8.695436933E0,1.470000029E0,3.002999878E2,3.790092468E0,2.500000000E0
8.606038493E2,6.491040681E1,2.551717980E1,8.504284434E0,1.450000048E0,3.012000122E2,3.790092468E0,2.500000000E0
8.616040884E2,6.491041239E1,2.551715210E1,8.409994565E0,1.450000048E0,2.985000000E2,3.790092468E0,2.500000000E0
